legal_name,company_number,country,regulator,jurisdiction,license_number,license_type,status,source_status,license_date,termination_date,approved_domains,source_url,first_seen,last_seen
Granfeld Wealth Management Ltd,334905 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,260/14,Cyprus Investment Firm,ACTIVE,Current investment firm,16/12/2014,,granfeld.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Gravity Private Wealth Ltd,442079 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,447/24,Cyprus Investment Firm,ACTIVE,Current investment firm,22/07/2024,,gravitypw.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Greenpost Trading Europe Ltd,419797 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,420/22,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,31/10/2022,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Grow Wealth Assets Ltd,310142 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,176/12,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,17/08/2012,23/05/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Growell Capital Ltd,314852 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,214/13,Cyprus Investment Firm,ACTIVE,Current investment firm,17/09/2013,,fxgrow.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
HARVEST FINANCIAL SERVICES LTD,114933 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,021/03,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,31/07/2003,06/05/2014,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
HF Markets (Europe) Ltd,277582 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,183/12,Cyprus Investment Firm,ACTIVE,Current investment firm,20/11/2012,,hfaffiliates.com; hfeu.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
HTFX (EU) Ltd (EX CDG Global (EU) Ltd),348087 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,332/17,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,07/08/2017,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
HYCM (Europe) Ltd,332868 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,259/14,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,26/11/2014,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Harindale Ltd,346662 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,301/16,Cyprus Investment Firm,ACTIVE,Current investment firm,27/04/2016,,m4markets.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Harmovest Capital (Cyprus) Ltd (ex GVD Korimcy Ltd),416402 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,411/22,Cyprus Investment Firm,ACTIVE,Current investment firm,07/02/2022,,hmvest.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Hellenic Bank (Investments),28554 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,004/03,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,12/05/2003,15/03/2017,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Hoch Capital Ltd,311502 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,198/13,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,13/05/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Holborn Assets Wealth Management (CY) Ltd,HE 401412 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,394/20,Cyprus Investment Firm,ACTIVE,Current investment firm,14/12/2020,,holbornassets.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Holiway Investments Ltd,325316 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,248/14,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,10/10/2014,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Hoxton Capital Management (Europe) Ltd,ΗΕ 417287 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,432/23,Cyprus Investment Firm,ACTIVE,Current investment firm,03/07/2023,,hoxtoncapital.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Huaprime EU Ltd (ex Ultima Markets Cyprus Limited),HE 423188 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,426/23,Cyprus Investment Firm,ACTIVE,Current investment firm,13/03/2023,,huaprime.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Hyde Credit Ltd,ΗΕ436721 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,460/25,Cyprus Investment Firm,ACTIVE,Current investment firm,08/09/2025,,hydecredit.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
I.W.G International Wealth Group Ltd,383667 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,380/19,Cyprus Investment Firm,ACTIVE,Current investment firm,16/10/2019,,interwealthgroup.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
IC Markets (EU) Ltd,356877 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,362/18,Cyprus Investment Firm,ACTIVE,Current investment firm,25/06/2018,,ic.com; icmarkets.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
ICFD Ltd,254495 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,143/11,Cyprus Investment Firm,ACTIVE,Current investment firm,23/05/2011,,de.iforex.eu; hu.iforex.eu; iforex.es; iforex.eu; iforex.fr; iforex.gr; iforex.hu; iforex.it; iforex.nl; iforex.pl,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
IFC Investments Cyprus Ltd,342390 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,327/16,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,21/09/2016,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
IFCM Cyprus Ltd,276909 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,147/11,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,22/06/2011,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
IGM Forex Ltd,346738 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,309/16,Cyprus Investment Firm,ACTIVE,Current investment firm,16/08/2016,,igmfx.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
IKOS CIF Ltd,76303 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,060/05,Cyprus Investment Firm,ACTIVE,Current investment firm,01/11/2005,,ikos.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
INFINA INVESTMENTS (CYPRUS) LTD,183989 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,099/09,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,27/05/2009,07/07/2014,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
IQBroker Europe Ltd (ex IQOption Europe Ltd),327751 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,247/14,Cyprus Investment Firm,ACTIVE,Current investment firm,30/07/2014,,eu.iqoption.com; quadcodemarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
ISEC Wealth Management Ltd,360500 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,356/18,Cyprus Investment Firm,ACTIVE,Current investment firm,30/04/2018,,is-wm.com; is-wm.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
In2Markets Ltd (ex Pruden Ventures Capital Ltd),333743 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,263/14,Cyprus Investment Firm,ACTIVE,Current investment firm,29/12/2014,,in2markets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Indication Investments Ltd,290930 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,164/12,Cyprus Investment Firm,ACTIVE,Current investment firm,31/01/2012,,libertex.com; libertex.de,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Ingot Brokers Europe Ltd,ΗΕ 447725 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,462/25,Cyprus Investment Firm,ACTIVE,Current investment firm,10/11/2025,,ingotbrokers.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Instant Trading EU Ltd,266937 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,266/15,Cyprus Investment Firm,ACTIVE,Current investment firm,13/01/2015,,forexmart.eu; instaforex.eu; instatradesolution.hu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Investium Limited,412142 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,421/22,Cyprus Investment Firm,ACTIVE,Current investment firm,31/10/2022,,flexinvest.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Inveza Capital Ltd,310384 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,209/13,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,08/08/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Itrade Global (Cy) Ltd,335424 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,298/16,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,08/04/2016,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
J2T Services Ltd (ex Lime Trading (CY) Ltd),341520 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,281/15,Cyprus Investment Firm,ACTIVE,Current investment firm,25/09/2015,,j2t.com; just2trade.online,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
JFD Group Ltd,282265 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,150/11,Cyprus Investment Firm,ACTIVE,Current investment firm,05/08/2011,,jfdbrokers.com; jfdchange.com; jfdeurope.com; jfdpartners.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
JIFFIX MARKETS LTD,290786 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,156/11,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,21/10/2011,22/08/2014,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
JustMarkets Ltd,361312 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,401/21,Cyprus Investment Firm,ACTIVE,Current investment firm,08/06/2021,,justmarkets.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
KAB Strategy Ltd,165975 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,058/05,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,16/06/2005,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Key Way Investments Ltd,341196 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,292/16,Cyprus Investment Firm,ACTIVE,Current investment firm,21/01/2016,,capex.com; keywayinvestments.com; keywayinvestments.ro,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Kit Finance Brokers Ltd,340626 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,365/18,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,23/07/2018,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Kleis EU LTD,HE 433552 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,436/23,Cyprus Investment Firm,ACTIVE,Current investment firm,04/09/2023,,keytotrading.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
L.F. Investment Ltd,329493 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,271/15,Cyprus Investment Firm,ACTIVE,Current investment firm,06/04/2015,,purple-trading.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
LAIETANA LTD,ΗΕ 417920 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,414/22,Cyprus Investment Firm,ACTIVE,Current investment firm,29/08/2022,,laietana.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
LMAX Broker Europe Ltd,346613 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,310/16,Cyprus Investment Firm,ACTIVE,Current investment firm,08/08/2016,,lmax.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
LQD MARKETS LTD,231759 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,103/09,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,14/09/2009,31/07/2014,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Laiki Financial Services Ltd,138968 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,002/03 Dissolution,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,12/05/2003,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Leadtrade Ltd,339737 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,296/16,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,16/02/2016,28/04/2017,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Leon Mfo Investments Ltd,326316 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,245/14,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,29/07/2014,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Leverate Financial Services Ltd,290182 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,160/11,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,27/12/2011,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Lifegoals Financial Services Limited (ex Emergo Wealth Ltd),327491 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,232/14,Cyprus Investment Firm,ACTIVE,Current investment firm,27/03/2014,,emergowealth.com; emergowealth.net; lifegoals.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Lionsman Capital Markets (Cyprus) Ltd,279944 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,175/12,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,06/08/2012,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Lirunex Ltd,353862 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,338/17,Cyprus Investment Firm,ACTIVE,Current investment firm,25/09/2017,,lirunex.eu; lxprime.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Liteforex (Europe) Ltd,230122 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,093/08,Cyprus Investment Firm,ACTIVE,Current investment firm,08/08/2008,,de.liteforex.eu; es.liteforex.eu; fr.liteforex.eu; it.liteforex.eu; liteforex.eu; liteforex.pl; pt.liteforex.eu; ru.liteforex.eu; social.liteforex.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
London Capital Group (Cyprus) Ltd,356430 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,341/17,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,23/10/2017,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Lucro Capital Ltd,328204 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,252/14,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,20/10/2014,27/04/2017,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Luna Wealth Asset Management Ltd,,Cyprus,Cyprus Securities and Exchange Commission,Cyprus,379/19,Cyprus Investment Firm,ACTIVE,Current investment firm,23/08/2019,,lunawealth.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Lydya Financial Ltd,334292 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,300/16,Cyprus Investment Firm,ACTIVE,Current investment firm,22/04/2016,,lydyafinancial.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Lykke Cyprus Ltd,362443 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,363/18,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,25/06/2018,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
M.G.T.M. Financial Services Ltd,331631 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,270/15,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,26/03/2015,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
MAGLINE INVESTMENTS LTD,302013 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,192/13,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,21/02/2013,18/02/2014,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
MCA Intelifunds Ltd,270891 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,126/10,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,21/12/2010,,fxoro.ae; fxoro.com; fxoro.it; tk.fxoro.co.uk,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
MEX Europe Ltd,424840 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,430/23,Cyprus Investment Firm,ACTIVE,Current investment firm,22/05/2023,,mexeurope.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
MIND MONEY LIMITED (ex Zerich Securities Ltd),252803 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,115/10,Cyprus Investment Firm,ACTIVE,Current investment firm,22/02/2010,,mind-money.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
MPS Marketplace Securities Ltd,287875 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,170/12,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,30/05/2012,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
MTG LIQUIDITY Ltd,ΗΕ 392680 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,390/20,Cyprus Investment Firm,ACTIVE,Current investment firm,12/10/2020,,match-prime.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Magic Compass Ltd,341562 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,299/16,Cyprus Investment Firm,ACTIVE,Current investment firm,12/04/2016,,magiccompass.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Magnum FX (Cyprus) Ltd,360548 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,359/18,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,04/06/2018,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Marcuard Ηeritage (Europe) Ltd,270187 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,131/11,Cyprus Investment Firm,ACTIVE,Current investment firm,13/01/2011,,marcuardheritage.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Maxiflex Ltd,327484 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,258/14,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,10/11/2014,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Maxigrid Ltd,269879 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,145/11,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,31/05/2011,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Mega Equity Securities and Financial Services Public Ltd,107394 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,011/03,Cyprus Investment Firm,ACTIVE,Current investment firm,12/05/2003,,megaequity.com; megafx.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Merba Limited,248449 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,108/10,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,14/01/2010,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Mercia Securities Ltd (ex. Initial Merit Secure Ltd),291905 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,229/14,Cyprus Investment Firm,ACTIVE,Current investment firm,21/03/2014,,imsmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
